CustomerID;Income;Age;Gender;MaritalStatus;City;Date;Period;Treatment_Campaign;Spending;WebPurchases;StorePurchases;CatalogPurchases;MntFood;MntFashion;MntElectronics
100;21887034;45;Male;Divorced;Denpasar;25/05/2023;Before;0;3241783;9;4;2;1472805;2116626;1688132
261;18487428;44;Female;Divorced;Makassar;29/10/2024;After;1;5525083;4;4;3;977274;1995942;346903
993;13175529;51;Female;Widowed;Makassar;20/11/2024;After;1;3408784;2;2;3;809980;1288927;3605210
1329;5721864;28;Male;Widowed;Makassar;09/10/2024;After;0;711170;3;2;1;269807;1488224;4040535
1378;12052788;59;Male;Married;Jakarta;18/01/2023;Before;0;214153;4;3;3;1485686;2222028;414513
286;8320385;41;Male;Divorced;Makassar;17/12/2023;Before;0;2074033;5;3;1;703178;1727238;532296
328;13149035;51;Female;Widowed;Bandung;04/06/2023;Before;0;525493;4;7;2;1090240;2692436;2043868
1127;14292148;41;Female;Married;Makassar;20/05/2024;Before;0;4786288;1;4;3;1018779;1629498;519439
63;3271836;52;Male;Widowed;Denpasar;26/12/2023;Before;0;4965070;1;2;1;489816;2869454;3365050
687;22273297;47;Male;Widowed;Bandung;28/11/2023;Before;0;1704837;3;4;5;1605709;833376;3481681
1306;16579033;41;Male;Married;Bandung;11/06/2024;Before;0;1933192;2;4;3;694271;1680842;2167632
1465;11109916;34;Female;Divorced;Makassar;12/01/2023;Before;0;3900198;5;4;2;1956589;1069328;1355430
1317;12400725;47;Female;Married;Makassar;16/03/2023;Before;0;535082;1;8;3;856953;289077;3135599
738;16943554;22;Female;Divorced;Medan;31/07/2023;Before;0;2530062;3;3;1;905543;1948102;425880
1031;19559100;52;Female;Single;Surabaya;21/11/2024;After;1;2003530;2;6;3;1396659;1574931;747612
639;21632783;33;Male;Divorced;Denpasar;02/10/2024;After;0;401720;4;4;3;330642;1523393;4865676
936;20631232;36;Female;Married;Makassar;10/10/2023;Before;0;805630;1;3;0;427219;2840443;2620503
1116;23455302;37;Female;Divorced;Denpasar;14/07/2023;Before;0;3213873;1;5;2;1950460;1606423;1256053
1959;14319247;49;Female;Widowed;Denpasar;30/01/2023;Before;0;1193687;2;5;2;1777219;1714560;2142933
1214;20545950;30;Female;Single;Denpasar;09/01/2023;Before;0;2026015;2;4;2;165656;1450908;788732
1895;14666027;32;Male;Divorced;Medan;05/11/2023;Before;0;5045931;2;5;1;255723;1259565;1929457
476;10706358;37;Male;Divorced;Jakarta;20/03/2024;Before;0;1394437;2;5;3;1391973;347643;817551
1535;7322626;20;Male;Single;Denpasar;06/11/2023;Before;0;2462621;5;9;3;598422;1530355;2326412
1486;11676924;64;Male;Divorced;Denpasar;07/11/2024;After;0;4426170;3;7;0;1739817;2700194;3442241
53;24775111;39;Male;Widowed;Bandung;05/12/2024;After;0;2147939;3;7;2;1920447;2382368;2090412
754;4534026;37;Male;Single;Bandung;01/03/2024;Before;0;481342;1;7;1;1284684;1182710;4852546
486;20028708;45;Male;Married;Bandung;04/12/2024;After;1;824572;5;8;1;1188782;281047;2940921
1668;16569332;32;Female;Widowed;Medan;13/08/2024;After;1;4794669;1;2;2;1660621;2464091;649769
1514;12462743;20;Female;Married;Denpasar;21/11/2024;After;1;3692459;3;6;0;1138564;287150;3041777
1388;11670178;40;Male;Single;Bandung;01/04/2023;Before;0;3779717;2;5;0;586156;2430449;3297120
1136;14243667;29;Male;Divorced;Denpasar;31/03/2024;Before;0;3580473;4;5;6;256872;2293100;3836451
409;19463634;43;Female;Widowed;Bandung;19/03/2024;Before;0;3814353;3;3;1;1209037;929040;1984817
1031;19559100;52;Female;Single;Surabaya;27/12/2024;After;1;3930493;4;4;2;1467567;2101515;1520721
1766;15735272;54;Female;Divorced;Surabaya;20/03/2023;Before;0;1763861;4;3;0;1607217;1824192;621133
668;10686841;31;Male;Divorced;Medan;19/04/2024;Before;0;4579534;1;6;1;1985046;2429336;460642
1221;16291666;62;Female;Married;Medan;13/04/2023;Before;0;4422259;2;6;1;1268757;2926234;3916910
835;23759804;23;Female;Widowed;Makassar;14/09/2024;After;0;1701112;6;6;0;112632;1799673;1611569
876;7221038;45;Female;Divorced;Denpasar;31/03/2024;Before;0;2130089;2;4;7;978706;2775215;1336774
1759;6081091;30;Male;Divorced;Makassar;10/11/2023;Before;0;2425505;3;5;3;227334;340889;3349026
367;9512440;26;Male;Widowed;Medan;04/09/2023;Before;0;4859121;6;5;4;456526;287686;3043827
1002;22339685;61;Male;Single;Bandung;22/08/2023;Before;0;99955;1;7;2;598039;2749908;4649387
250;5026793;55;Female;Married;Makassar;16/08/2024;After;1;1848677;3;3;0;489913;2134613;2990243
1940;13348014;55;Male;Widowed;Denpasar;05/10/2024;After;0;3279704;2;2;2;326793;2513269;4434508
1619;21331726;45;Female;Single;Makassar;23/08/2023;Before;0;1079877;6;3;2;1256189;1357822;634291
1264;3116739;32;Female;Widowed;Bandung;22/01/2024;Before;0;2795250;6;2;1;514677;1882437;997325
380;3666326;56;Male;Single;Medan;02/09/2024;After;0;96187;5;3;2;1244265;1840526;1113366
1931;12963441;52;Female;Married;Surabaya;07/02/2023;Before;0;3256221;5;7;3;382476;2760743;4172618
872;18211913;31;Male;Single;Bandung;10/06/2023;Before;0;3244831;0;4;1;1345698;937095;3867180
835;23759804;23;Female;Widowed;Makassar;06/04/2024;Before;0;3760465;4;3;0;958286;1473387;387049
1495;21453059;34;Female;Widowed;Jakarta;24/03/2024;Before;0;3920019;7;5;1;395213;191004;1150271
775;23240567;42;Female;Divorced;Medan;27/04/2023;Before;0;2885304;4;7;3;1108702;404317;3216473
919;3387952;20;Male;Single;Bandung;29/08/2023;Before;0;730162;4;3;4;1987099;1137965;3694524
1725;11388512;48;Female;Married;Denpasar;26/01/2023;Before;0;4027994;2;3;6;55633;1099954;224103
455;23279846;41;Female;Married;Bandung;09/10/2024;After;0;1404342;4;7;1;724777;387526;2872376
366;18160825;38;Male;Widowed;Denpasar;15/07/2024;After;0;1589928;4;7;1;1514670;1658996;4804709
1314;19770274;62;Male;Widowed;Medan;25/10/2023;Before;0;1500963;2;4;2;925816;2852191;4717239
1898;15617619;63;Female;Divorced;Makassar;03/06/2023;Before;0;826649;1;7;3;1480066;664178;2154652
403;6379569;40;Female;Widowed;Jakarta;13/10/2024;After;0;4967219;3;5;3;1546304;72919;4260370
58;7155299;63;Female;Single;Bandung;12/04/2024;Before;0;4758051;2;4;1;126090;1676693;289905
521;9854500;49;Male;Widowed;Denpasar;18/02/2023;Before;0;3934646;4;8;3;1240903;795114;1650356
1328;24628404;57;Male;Divorced;Makassar;15/10/2024;After;1;6208117;1;6;1;1288467;1218336;3072214
1139;19405566;32;Female;Married;Medan;15/02/2023;Before;0;1203862;6;7;2;256788;1444678;3991914
210;14718070;53;Female;Divorced;Bandung;05/11/2024;After;1;4752261;3;2;1;1045265;1156283;620355
1065;11204298;40;Female;Divorced;Bandung;12/10/2023;Before;0;959559;1;7;0;244398;1096812;1907309
816;19099248;38;Male;Married;Makassar;19/09/2024;After;1;1455258;2;4;1;843950;285473;1541183
173;14501362;53;Male;Divorced;Medan;23/03/2023;Before;0;4961378;2;2;0;1128479;974584;4980243
234;24114003;37;Female;Married;Makassar;13/02/2023;Before;0;356822;1;2;1;1572942;1985699;4578492
793;12417063;35;Male;Married;Surabaya;06/12/2024;After;1;1697612;2;6;3;1976537;2626985;2089813
1908;14244602;48;Male;Divorced;Makassar;30/09/2023;Before;0;1005497;4;3;3;455784;2610726;3638213
1614;7936710;53;Male;Married;Surabaya;29/01/2024;Before;0;810067;1;5;1;1405828;2961301;2808811
1644;17063918;49;Male;Divorced;Makassar;17/08/2024;After;0;857260;4;6;2;986176;2527757;2225519
793;12417063;35;Male;Married;Surabaya;27/02/2023;Before;0;3615212;4;7;0;1114615;182517;4669468
1427;14305231;64;Male;Single;Denpasar;18/07/2024;After;1;1095014;3;3;1;1102706;1845870;1793476
1063;10726890;43;Male;Single;Makassar;01/01/2023;Before;0;3207070;9;3;1;56660;476490;3923872
119;3491234;27;Male;Married;Bandung;04/08/2023;Before;0;3409079;4;7;2;1809687;1118170;2945191
335;14275612;49;Female;Married;Bandung;13/11/2023;Before;0;2231173;1;6;0;1054636;2364571;4929676
1360;20241287;29;Male;Single;Denpasar;16/08/2023;Before;0;3007303;2;7;1;1256732;1469766;4874520
1563;20486878;52;Male;Divorced;Makassar;17/04/2024;Before;0;3003379;7;4;1;1742548;1938017;1319598
1640;14254507;48;Male;Divorced;Bandung;28/04/2024;Before;0;3020784;3;6;2;154176;1959827;394221
1098;15715629;21;Female;Widowed;Bandung;01/11/2024;After;0;4553890;2;5;2;1909533;1555730;3714649
1215;18794998;28;Male;Married;Jakarta;14/10/2023;Before;0;4441480;3;3;0;1893541;1344588;1725567
324;6772962;30;Female;Divorced;Bandung;25/05/2024;Before;0;1744866;3;4;2;1895603;460497;1029700
1011;22285965;51;Female;Single;Jakarta;31/07/2024;After;1;5375276;4;7;1;881117;2655429;1782017
1171;6448678;39;Female;Married;Denpasar;02/04/2024;Before;0;3405894;5;4;3;997243;545186;3798901
1791;20808735;45;Female;Single;Bandung;05/04/2023;Before;0;4720019;3;5;1;1669607;1407575;3113930
284;5904941;52;Female;Single;Bandung;07/05/2024;Before;0;3819060;3;5;1;600354;2521879;2614452
213;17012538;46;Male;Widowed;Makassar;30/05/2023;Before;0;2582247;3;12;2;646399;1452214;839011
1659;8750283;60;Male;Single;Bandung;23/01/2023;Before;0;2883215;2;5;4;1418750;598226;163874
1742;24888358;25;Male;Single;Jakarta;03/08/2023;Before;0;440320;3;6;1;1123465;195370;1846544
929;11386180;49;Male;Married;Jakarta;03/02/2024;Before;0;5004323;4;5;2;1503532;1847334;1442284
752;16409108;61;Male;Divorced;Bandung;14/02/2024;Before;0;126601;6;5;4;157528;721010;3755120
1418;15465759;61;Female;Divorced;Makassar;11/05/2023;Before;0;2771450;3;4;2;506254;1392011;1875984
339;9214624;48;Male;Single;Medan;28/05/2023;Before;0;3273093;2;7;2;1951912;1322755;4771985
1822;12109096;49;Female;Widowed;Makassar;16/01/2024;Before;0;4540676;6;3;1;1721992;2500703;4113812
1046;19643948;40;Male;Widowed;Makassar;19/04/2023;Before;0;1086582;2;1;2;1363279;2781528;1977473
1795;17609307;57;Male;Single;Surabaya;05/07/2024;After;0;4472036;4;5;3;1306420;2560956;2815139
1893;7654798;44;Male;Married;Makassar;01/05/2023;Before;0;3592657;2;6;1;1560179;56086;1859074
105;19013446;27;Female;Single;Jakarta;22/10/2023;Before;0;1237785;3;6;1;1183324;1669001;3435442
1490;20816720;62;Female;Divorced;Makassar;30/04/2023;Before;0;2717467;5;4;1;1283130;2914939;620654
1483;18135763;44;Male;Widowed;Jakarta;31/03/2024;Before;0;4273356;4;4;2;711704;789673;3732627
1456;20687991;56;Male;Single;Jakarta;13/06/2024;Before;0;3119967;1;2;2;225890;2021751;114106
770;24041910;27;Female;Divorced;Denpasar;18/06/2023;Before;0;4279927;3;6;1;66923;813951;1416783
716;24674806;33;Male;Married;Bandung;10/12/2024;After;0;687487;3;4;1;487896;2209400;1878665
1846;24662013;43;Female;Married;Jakarta;23/05/2023;Before;0;1310789;2;10;3;1224991;2634994;3269850
1798;5322466;44;Female;Divorced;Jakarta;06/02/2023;Before;0;2703525;2;10;4;1117411;1538475;300600
1643;23218844;35;Male;Widowed;Denpasar;28/11/2024;After;0;3901317;4;6;3;298672;132326;4788373
763;3550222;47;Female;Divorced;Surabaya;18/09/2023;Before;0;472746;3;6;4;1848631;217534;3949313
1960;16913140;53;Female;Divorced;Denpasar;19/08/2023;Before;0;4762729;5;6;3;649454;1020285;874650
1245;23886096;40;Female;Married;Jakarta;11/09/2023;Before;0;3184370;3;3;2;1606859;430287;604886
379;7183839;54;Male;Single;Makassar;25/11/2023;Before;0;3186514;2;6;3;1598565;305161;476423
1246;8499593;64;Male;Single;Bandung;24/10/2023;Before;0;3749582;2;5;0;981456;936765;2638235
1282;20493972;23;Female;Married;Medan;10/01/2023;Before;0;2892342;2;5;2;472927;1442768;2983158
713;6251298;56;Female;Married;Bandung;21/03/2024;Before;0;677857;4;6;2;1133564;378293;2190812
1391;10429645;35;Male;Married;Medan;18/08/2023;Before;0;1343869;4;7;3;1688624;1746998;180746
1794;11109698;34;Female;Widowed;Surabaya;19/06/2024;Before;0;4518621;6;7;1;646440;1130731;4851555
1373;22156053;43;Female;Divorced;Surabaya;19/03/2023;Before;0;972988;1;3;3;948902;1621306;1266093
225;4659066;37;Male;Married;Jakarta;29/02/2024;Before;0;4336079;2;6;4;754247;2421127;4937858
1738;18538122;62;Male;Married;Makassar;12/07/2023;Before;0;1366856;3;5;4;980709;1374401;2617664
738;16943554;22;Female;Divorced;Medan;05/02/2024;Before;0;1660517;0;5;3;1254068;1515772;731273
236;13421958;61;Female;Single;Bandung;19/04/2023;Before;0;3364587;1;5;5;1655219;669344;4584602
183;13274621;19;Female;Divorced;Jakarta;20/09/2023;Before;0;2650819;2;3;3;120997;2978758;217987
712;7345760;28;Male;Divorced;Denpasar;25/11/2023;Before;0;5079479;1;5;1;83804;1453789;1490804
1893;7654798;44;Male;Married;Makassar;29/12/2023;Before;0;1287206;4;5;3;1814597;101245;3130899
1782;5731638;41;Female;Widowed;Surabaya;13/01/2024;Before;0;4670115;4;5;3;1122706;2192844;181791
444;3144356;57;Male;Married;Makassar;07/12/2023;Before;0;1491014;5;2;4;464890;155554;1180693
1889;12709175;58;Male;Widowed;Makassar;16/09/2023;Before;0;1438205;1;1;3;1542027;1653550;1014622
623;8304509;44;Female;Single;Bandung;01/12/2023;Before;0;649188;3;7;0;1602127;2903878;2734496
1030;13321336;38;Male;Married;Surabaya;26/03/2023;Before;0;4136116;7;5;2;1742928;2575737;3343476
1260;5859244;57;Male;Married;Surabaya;05/06/2024;Before;0;2999417;5;8;2;1034711;1742726;3339110
1151;17246173;24;Female;Widowed;Bandung;24/07/2024;After;1;2826531;5;5;3;340081;2825215;4102928
1128;6364695;49;Male;Widowed;Medan;04/11/2023;Before;0;2860726;3;4;4;1699479;1873391;2653792
749;8165679;23;Female;Married;Surabaya;19/09/2023;Before;0;3190319;2;5;2;98988;2443566;226938
1939;7100612;40;Male;Widowed;Jakarta;22/09/2024;After;0;3198557;3;3;2;213894;1033511;3034126
1504;5710241;30;Male;Married;Bandung;10/11/2024;After;1;5609030;4;3;3;1942994;2045732;1197932
155;20319551;58;Male;Divorced;Jakarta;01/12/2024;After;0;677841;3;6;2;69954;775287;2887877
257;7341747;19;Female;Divorced;Medan;27/03/2024;Before;0;2421321;2;3;3;1991038;2699987;4059994
235;22532639;57;Female;Single;Bandung;08/09/2023;Before;0;2746225;4;2;1;91410;1837829;3211474
500;17256162;25;Female;Divorced;Bandung;20/11/2023;Before;0;656970;1;9;3;1019661;739940;3797034
289;18134415;31;Female;Married;Denpasar;17/08/2023;Before;0;3568945;2;3;1;433642;2427861;3218423
510;19535430;58;Male;Widowed;Medan;02/12/2024;After;0;412197;1;3;0;1977401;746514;2241827
1576;8124795;57;Female;Single;Denpasar;27/09/2024;After;1;2112953;4;7;1;1289198;2986483;174586
1824;24003105;25;Female;Divorced;Jakarta;18/08/2024;After;0;1136167;2;2;3;976649;1354486;394860
709;8001045;23;Male;Married;Denpasar;24/10/2023;Before;0;1386144;1;8;2;1082207;1221149;1306143
785;9549546;60;Male;Single;Surabaya;27/12/2024;After;0;866839;3;5;3;932973;501480;1629794
894;12549765;29;Female;Widowed;Denpasar;25/08/2023;Before;0;2567571;4;6;2;1792731;2080133;2650377
776;17142224;30;Male;Married;Surabaya;16/09/2024;After;0;1958526;2;5;3;1471189;495796;2375106
1593;11527171;31;Male;Married;Makassar;05/08/2023;Before;0;2706936;1;5;2;1573868;269073;693639
298;8134207;52;Male;Married;Surabaya;03/09/2023;Before;0;54770;4;2;1;1875076;1030981;2827442
1634;20221407;35;Male;Married;Makassar;23/03/2024;Before;0;2508487;0;1;3;641069;2369861;101662
137;8654237;52;Male;Widowed;Bandung;15/11/2023;Before;0;584392;6;8;1;577215;2412791;4836889
376;5503771;56;Female;Single;Bandung;07/03/2024;Before;0;2504628;0;3;2;1840616;867642;2721699
87;21202688;53;Male;Divorced;Denpasar;08/02/2024;Before;0;2851446;5;8;2;1969203;678500;2907498
1443;20562548;22;Male;Married;Jakarta;06/02/2023;Before;0;-153147;2;6;3;172776;1954869;1695733
1778;7115811;64;Female;Single;Denpasar;29/07/2024;After;0;2354063;3;2;2;241317;165110;4634303
1223;9202258;57;Female;Single;Medan;31/12/2024;After;0;3905752;2;5;2;750762;2194687;2552548
1487;13397562;64;Male;Married;Surabaya;08/12/2023;Before;0;2491428;1;6;1;1287459;874639;2575744
437;6699391;26;Female;Married;Denpasar;24/01/2024;Before;0;1336365;3;6;2;219867;2093443;4161915
1334;6875754;56;Male;Widowed;Surabaya;03/02/2023;Before;0;4442807;0;4;2;369571;756376;160972
1620;23540338;63;Male;Divorced;Jakarta;08/02/2023;Before;0;289081;1;7;1;1216250;1464852;2809463
1778;7115811;64;Female;Single;Denpasar;01/08/2024;After;0;3071999;3;6;1;435006;1690359;973856
1305;9827299;40;Female;Widowed;Medan;28/07/2023;Before;0;4222071;0;4;1;507582;1140073;4802455
1347;7084752;27;Female;Single;Surabaya;01/06/2023;Before;0;4103141;0;1;3;589868;1477017;249105
764;24752242;39;Female;Married;Jakarta;31/12/2023;Before;0;3353953;1;6;1;626587;2721062;2023696
702;19353425;34;Female;Single;Medan;18/07/2023;Before;0;830158;3;3;2;1374135;177500;4185418
1975;22517172;27;Male;Married;Makassar;23/08/2024;After;1;4123849;3;4;2;363400;731154;2830857
942;22660643;33;Male;Divorced;Jakarta;20/03/2023;Before;0;5019888;1;3;3;961186;2780952;169980
152;11306461;20;Female;Married;Bandung;21/04/2024;Before;0;1727455;4;6;2;97373;1866324;3547857
1326;12068026;58;Male;Single;Bandung;09/03/2024;Before;0;2279879;3;1;2;433536;1102972;103392
1302;23115136;38;Female;Widowed;Makassar;01/02/2023;Before;0;1886064;2;5;2;505054;1028855;1175395
1675;8481140;40;Male;Divorced;Bandung;28/03/2023;Before;0;836742;3;5;2;1393931;2773527;3118085
1712;11033951;64;Female;Single;Surabaya;04/07/2024;After;0;758701;4;4;3;1425100;2873387;3032906
1032;10553974;63;Male;Single;Bandung;28/01/2024;Before;0;1112261;4;5;0;892403;251894;733415
807;5382357;35;Male;Divorced;Bandung;04/09/2024;After;1;4789341;3;4;1;605875;2362192;1622360
235;22532639;57;Female;Single;Bandung;01/09/2023;Before;0;3471247;5;3;1;1926260;487385;1810779
675;15237301;51;Female;Divorced;Bandung;20/08/2023;Before;0;2870105;4;6;3;1795307;2102841;1476607
561;3197775;24;Male;Single;Makassar;02/08/2024;After;0;4299705;10;5;2;433106;1932918;4774339
1326;12068026;58;Male;Single;Bandung;11/07/2023;Before;0;3900633;1;6;3;413491;2380327;3516210
38;18346051;60;Male;Divorced;Bandung;23/06/2024;Before;0;3035755;2;4;4;975126;2254473;3909814
1160;21082801;61;Female;Married;Makassar;27/09/2023;Before;0;4590600;1;6;4;1959699;2817862;4246373
822;13889464;24;Female;Married;Denpasar;18/03/2023;Before;0;1476416;2;3;4;1896905;2596226;2620775
421;14609076;43;Female;Divorced;Bandung;16/06/2023;Before;0;3103573;2;5;1;1404442;2322973;1194523
1243;6266402;62;Female;Divorced;Makassar;11/10/2023;Before;0;3495326;0;4;3;1488541;2916838;3453203
348;20465321;19;Male;Single;Surabaya;04/12/2024;After;1;3795936;2;2;0;775847;2743681;1318278
1832;7443778;57;Female;Widowed;Jakarta;30/03/2023;Before;0;3076330;6;4;0;1073396;1253357;542939
1570;9417665;51;Female;Divorced;Denpasar;27/06/2024;Before;0;2143863;1;5;3;632632;1321467;1440096
1888;4805808;37;Male;Divorced;Surabaya;10/10/2024;After;1;2713256;4;4;0;923817;311753;4522073
1103;6578226;63;Female;Divorced;Medan;05/06/2023;Before;0;857735;3;6;5;707721;1115921;4607733
748;20258896;53;Male;Single;Makassar;07/09/2023;Before;0;2097467;2;8;3;1151566;1470353;3487950
1919;21673436;50;Male;Widowed;Makassar;05/04/2023;Before;0;3383572;3;4;2;1814841;767488;1729557
273;3501157;60;Female;Single;Makassar;17/01/2023;Before;0;1510471;3;3;4;978496;2188537;1654975
1185;23820280;52;Female;Married;Surabaya;27/04/2023;Before;0;2421622;7;1;2;1479263;1269224;3892935
1711;5542637;52;Female;Divorced;Denpasar;29/11/2023;Before;0;3205678;3;7;2;1142920;2245607;255994
1902;22621156;39;Female;Divorced;Jakarta;05/06/2024;Before;0;2207955;3;2;5;1141372;958630;550953
308;10740141;42;Male;Widowed;Makassar;21/03/2023;Before;0;3938242;2;9;1;288853;1337130;4411535
1398;19911271;49;Male;Widowed;Medan;07/10/2024;After;0;4429921;5;7;1;885097;749606;3298190
976;20163810;61;Female;Divorced;Denpasar;07/03/2024;Before;0;3467721;6;7;5;1188599;967879;4964840
733;7040479;46;Male;Widowed;Surabaya;22/07/2023;Before;0;603772;0;3;1;1082969;815759;2012070
1033;13750240;31;Male;Widowed;Medan;26/04/2023;Before;0;2787672;2;6;3;730594;2474333;4442185
1825;12852415;50;Female;Single;Surabaya;08/08/2023;Before;0;1450732;1;4;1;1871743;1668601;610332
444;3144356;57;Male;Married;Makassar;10/09/2023;Before;0;1160254;4;2;0;944800;152682;2901560
1137;5412149;63;Male;Single;Makassar;18/06/2023;Before;0;1063966;2;6;0;1460392;409873;1245343
1229;24232430;62;Female;Single;Makassar;12/11/2023;Before;0;576774;5;3;2;1996005;1864942;1340386
405;18709289;22;Female;Divorced;Surabaya;17/12/2024;After;0;3657378;1;5;2;660793;1762347;1283538
1722;15851424;54;Female;Married;Surabaya;07/01/2024;Before;0;4618932;5;3;5;484958;1698361;573287
853;6708654;64;Male;Single;Jakarta;05/08/2024;After;0;4744602;5;10;0;493586;456868;2799481
1221;16291666;62;Female;Married;Medan;05/06/2023;Before;0;4841655;2;7;2;681847;91943;1128373
778;19045907;61;Male;Divorced;Denpasar;05/09/2024;After;1;5032117;0;10;7;112018;1006821;3056219
1798;5322466;44;Female;Divorced;Jakarta;13/01/2023;Before;0;987546;2;5;1;1342029;2094946;335110
1784;13556086;60;Female;Single;Surabaya;22/05/2024;Before;0;3263820;1;4;2;306344;948034;1332860
115;23379495;41;Male;Widowed;Denpasar;09/04/2024;Before;0;1725860;5;4;0;1610997;328517;2807359
1145;22655820;57;Female;Single;Denpasar;08/08/2023;Before;0;654669;4;8;4;950422;824249;4967343
1677;24302424;46;Male;Married;Bandung;15/01/2023;Before;0;4687700;5;6;1;82172;2141958;4007895
65;10281369;33;Female;Single;Makassar;27/04/2023;Before;0;3665706;3;4;2;994366;2943865;4257072
1300;12538555;43;Female;Single;Medan;27/11/2023;Before;0;3546191;2;5;2;1281606;1947787;666480
825;4222869;34;Male;Widowed;Medan;25/02/2023;Before;0;3924676;4;2;2;1949677;1807622;2043409
239;17764960;38;Male;Divorced;Bandung;17/12/2023;Before;0;3835496;1;10;4;735547;2288522;3827091
